name,type,episodes,rating,members
Utsunomiko,Movie,1,6.35,298
Utsurun Desu.,OVA,3,6.41,177
Uwabaki Cook,TV,13,4.57,67
Uwabaki Cook no Tekitou Uranai!,TV,125,4.60,90
Vampiyan Kids Promotion,Special,1,4.29,69
Vampiyan Kids Specials,Special,3,6.13,77
Venus,Movie,1,3.49,97
Video Ehonkan Sekai Meisaku Douwa,OVA,26,5.57,66
Video Ranger 007,Movie,1,4.17,69
Virtual Star 2000,OVA,6,5.43,75
Visitor,Special,1,4.27,108
Wa Wa Wa Wappi-chan,TV,26,4.75,30
Wa Wa Wa Wappi-chan 2nd Season,TV,26,5.67,28
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,Special,1,7.50,62
Wagahai wa Neko de Aru,Special,1,6.23,102
Wakakusa Monogatari: Nan to Jo-sensei Specials,Special,2,6.36,138
Wake up!! Tamala,Movie,1,5.54,123
Wakuwaku?Nukegake Daisakusen,Music,1,4.20,59
Wala! Pyeon-uijeom The Animation,TV,24,5.33,90
Wall,Movie,1,3.76,95
Wan Wan Chuushingura,Movie,1,6.12,200
Wanghu Sim Cheong,Movie,1,7.90,302
Wankorobee,TV,26,5.71,95
Wanpaku Tanteidan,TV,35,6.56,158
Wansa-kun,TV,26,6.13,171
Wansa-kun OVA,OVA,1,6.57,62
Wanwanwan Coin,ONA,15,4.56,37
Warai no Show Gakkou,TV,20,6.00,38
Warenai Tamago,Music,1,4.44,74
Warera Salaryman Tou,TV,26,8.67,57
Wareware no Heya,Movie,1,8.00,15
Warui no wo Taose!! Salaryman Man,ONA,1,5.04,74
Washimo,TV,10,5.92,209
Washimo 2nd Season,TV,24,5.45,86
Washimo 3rd Season,TV,44,5.50,69
Wasurerareta Ningyou,Movie,1,4.44,94
Wasurerumonka!,OVA,1,6.00,42
Watashi no Ashinaga Ojisan Specials,Special,2,6.48,112
Watashi no Kamifuusen,Music,1,4.11,76
Watashi wa Tofu Desu,Music,1,4.46,55
Watashitachi no Kurashi to Doboku,OVA,3,6.00,71
Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,OVA,1,6.17,56
Wei Qi Shao Nian,TV,26,6.40,196
Wei Qi Shao Nian 2,TV,26,8.22,86
Where is Mama,Movie,1,5.57,130
White Tree,Music,1,5.18,104
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,ONA,1,3.68,49
Winner,Music,1,4.76,117
Witch Village Story,TV,24,4.71,42
Witch Village Story Specials,Special,2,4.29,34
Wo Jiao Bai Xiaofei,ONA,39,7.20,163
Women,Movie,1,3.89,56
Wonder,Music,1,3.85,60
Wonder 3,TV,52,6.73,260
Wonder 3 Pilot,Special,1,6.36,63
Wonder Bebil-kun,TV,30,6.78,72
Wonder-kun no Hatsu Yume Uchuu Ryokou,Special,1,5.36,90
Wrestler Gundan Seisenshi Robin Jr.,TV,50,6.32,145
Wu Lan Qi Qi Ge,TV,26,6.25,54
X Bomber,TV,25,5.94,199
X Bomber Pilot,Special,1,4.28,77
X Maiden,ONA,8,4.58,372
X Maiden: Izakaya Tamaki,ONA,7,4.21,100
Xabungle Graffiti,Movie,1,5.33,248
Xevious,Movie,1,5.73,184
Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,Movie,1,5.26,143
Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian,Movie,1,5.26,103
Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,Movie,1,5.16,152
Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua Gua,Movie,1,5.74,103
Xi You Ji,TV,52,8.07,89
Xiang Qi Master,TV,26,6.33,252
Xiao Men Shen,Movie,1,7.30,134
Xiao Taiji,TV,14,5.86,45
Xiao Yeyou,ONA,1,4.00,50
Xing Mao Lixian Ji Zhi Shu Fa Pian,TV,26,6.33,45
Xiong Chu Mo,TV,104,5.67,39
Xiong Chu Mo Zhi Chunri Dui Dui Peng,TV,52,6.33,35
Xiong Chu Mo Zhi Conglin Zhongdongyuan,TV,104,5.67,35
Xiong Chu Mo Zhi Dongri Le Fantian,TV,52,5.67,35
Xiong Chu Mo Zhi Duo Bao Qibing,Movie,1,4.00,40
Xiong Chu Mo Zhi Huanqiu Da Maoxian,TV,104,6.33,36
Xiong Chumo Zhi Xueling Xiongfeng,Movie,1,5.67,50
Xiongmao Monogatari TaoTao,Movie,1,5.89,94
Xiyue Qi Tong,Movie,1,4.78,45
Xiyue Qi Tong (2006),Movie,1,5.38,43
Xue Haizi,Movie,1,6.60,51
Yahabe,OVA,1,5.00,34
Yajikita Gakuen Douchuuki,OVA,2,5.91,255
"Yakeato no, Okashi no Ki",Special,1,6.92,88
Yakusoku: Africa Mizu to Midori,OVA,1,9.25,53
Yakyuubu Aruaru,TV,3,4.00,149
Yakyuukyou no Uta,TV,25,7.15,292
Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Movie,1,6.35,112
Yama ni Kagayaku: Guide-ken Heiji Gou,Special,1,6.20,67
Yamaguchi Sanchi no Tsutomu-kun,Music,1,4.15,97
Yamakoshi Mura no Mari to Sanbiki no Koinu,OVA,1,6.00,56
Yamete! Writer Asobi: Doubutsu Mura no Shoubou-tai Shutsu Dou,OVA,1,8.67,40
Yamiyo no Jidaigeki,Special,2,4.27,89
Yamiyo no Jidaigeki (OVA),OVA,2,4.33,74
Yanase Takashi Marchen Gekijou,OVA,30,7.00,68
Yanbo Ninbo Tonbo,TV,39,5.82,74
Yancharu Moncha,TV,80,7.33,38
Yanesenondo,ONA,1,4.07,59
Yankee Reppuu-tai,OVA,6,5.88,110
Yasai no Yousei: N.Y.Salad,TV,26,6.36,163
Yasai no Yousei: N.Y.Salad 2nd Series,TV,26,6.38,109
Yasai no Yousei: Quiz Gekijou,Movie,1,6.00,87
Yasamura Yasashi no Yasashii Sekai,TV,17,4.44,369
Yasashii Ookami,OVA,1,4.00,36
Yaseruyagi,ONA,1,3.42,30
Yasoukyoku,Music,1,5.14,82
Yatterman Specials,Special,2,6.48,208
Yatterman x Toshiba,Special,1,4.32,144
Yattokame Tanteidan,TV,14,6.50,141
Yawaraka Atom,ONA,7,4.50,69
Yawaraka Sensha,ONA,53,4.00,85
Yawarakame?,ONA,26,5.08,276
Yell,Music,1,5.46,55
Yeonghongibyeong Lazenca,TV,13,5.45,93
Yeongsimi,TV,13,6.50,53
Ying Xiong Bie Nao,ONA,13,7.25,61
Yocchan no Biidama,Special,1,7.50,61
Yodomi no Sakagi,Special,1,5.82,69
Yokohama Bakkure-tai,OVA,4,7.50,83
Yokohama Meibutsu: Otoko Katayama-gumi!,OVA,2,6.53,150
Yoligongju Loopy,TV,6,5.47,62
Yong Zhe Da Mao Xian,ONA,26,8.00,78
Yong Zhe Da Mao Xian 2nd Season,ONA,26,7.00,47
Yongshi,Movie,1,6.67,46
Yonimo Kimyou na Man?Gatarou,OVA,8,5.33,45
Yooidon!,OVA,1,7.50,42
Yoshimoto Muchikko Monogatari,TV,47,5.62,88
Youkai Ninpouchou Jiraiya! Special,Special,1,4.78,60
Youkaiden Nekome Kozou,TV,25,8.00,153
Yousei Dick,TV,26,5.78,184
Youtai Nuhai Zai Shanghai,Movie,1,7.00,94
Youyou no Neko Tsumami,TV,130,6.09,102
Yowamushi Chinsengumi,Movie,1,5.75,74
Yubikiri,Music,1,4.54,75
Yuke! Shouei-kun,ONA,6,3.67,86
Yuki no Yo no Yume,Movie,1,4.79,125
Yukidaruma,Movie,1,6.60,51
Yukidaruma Kazoku,Music,1,5.25,40
Yukiguni no Oujisama,Movie,1,7.00,62
Yukiwatari,Movie,1,6.13,130
Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Movie,1,8.00,35
"Yume Miru, Anime: on-chan",TV,26,7.00,116
Yume no Jidousha,Movie,1,5.60,66
Yume no Tsuzuki,OVA,1,8.67,53
Yume Utsutsu,Movie,1,4.40,65
Yume wo Kanaeru Zou,TV,12,5.92,160
"Yume, Sora Takaku",OVA,1,7.00,43
Yumemakura Baku Twilight Gekijou,OVA,4,5.14,307
Yumemi Douji,Movie,1,5.27,79
Yurumi to Shimeru,ONA,1,5.25,55
Yuu no Mahou,Music,1,4.48,66
Yuujou no Kickoff,OVA,1,6.00,35
Yuuki no Omamori,OVA,1,6.42,101
Yuusei Kamen,TV,39,6.44,103
Yuusei Shounen Papii,TV,52,6.49,242
Yuuto-kun ga Iku,TV,26,3.83,93
Yuuto-kun ga Iku Movie,Movie,1,6.50,60
Yuuyake Banchou,TV,26,6.36,109
Yuuyake Dandan,Movie,6,5.55,542
Zakuro Yashiki,OVA,1,6.21,531
Ze Tian Ji,ONA,13,6.80,180
Zegapain ADP,Movie,1,6.35,1859
Zenchuu Maite,Movie,1,4.27,73
Zenmai Zamurai,TV,30,6.44,152
Zeno: Kagirinaki Ai ni,Movie,1,6.76,207
Zenryoku Yobikou 5.5 Seminar,ONA,9,5.00,46
Zenryoku Yobikou 5.5 Seminar Prologue,ONA,1,4.73,62
Zero Tester,TV,38,6.43,181
Zero Tester: Chikyuu wo Mamore!,TV,28,5.23,137
Zettai Yareru Greece Shinwa,TV,13,6.22,284
Zettai Zetsumei Dangerous Jiisan,TV,33,5.82,76
Zettai Zetsumei Dangerous Jiisan (2004),TV,51,6.55,135
Zettai Zetsumei Dangerous Jiisan (2005),TV,19,7.00,66
Zettai Zetsumei Dangerous Jiisan Special-ban,Special,1,6.80,57
Zhan Long Si Qu,TV,64,4.80,67
Zhongguo Jingqi Xiansheng,ONA,63,6.96,386
Zinba,TV,52,7.17,172
ZIP! x Peeping Life TV: Cool Japan Saizensen,ONA,5,5.38,60
Zoku Naniwa Yuukyouden,OVA,1,5.10,78
Zoku Zoku Mura no Obaketachi,OVA,12,6.33,76
Zombie Clay Animation: Life of the Dead,OVA,4,4.95,125
Zombie Ehon,ONA,1,3.54,86
Zoobles!,TV,26,5.57,109
Zou no Inai Doubutsuen,Movie,1,6.07,85
Zouressha ga Yatte Kita,Movie,1,6.06,78
Zukkoke Knight: Don De La Mancha,TV,23,6.47,172
Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,OVA,1,5.83,50
Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,OVA,1,6.13,76
Zumomo to Nupepe,TV,32,7.00,120
Oni Chichi: Re-born,OVA,2,7.89,14342
Mankitsu Happening,OVA,4,7.83,8510
Koiito Kinenbi The Animation,OVA,2,7.75,6940
Oni Chichi: Rebuild,OVA,3,7.75,9825
Fuyu no Semi,OVA,3,7.74,12270
Eroge! H mo Game mo Kaihatsu Zanmai,OVA,6,7.68,20316
Oni Chichi: Re-birth,OVA,1,7.65,14925
Rance 01: Hikari wo Motomete The Animation,OVA,4,7.61,6158
Swing Out Sisters (2014),OVA,1,7.61,5099
Koisuru Boukun,OVA,2,7.59,31195
Maki-chan to Nau.,OVA,4,7.57,9650
Stringendo: Angel-tachi no Private Lesson,OVA,12,7.55,7713
Shoujo Ramune,OVA,2,7.54,2811
Fella Pure: Mitarashi-san Chi no Jijou The Animation,OVA,1,7.52,6648
Tsugou no Yoi Sexfriend?,OVA,4,7.51,6866
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,OVA,4,7.49,10450
Baku Ane: Otouto Shibocchau zo! The Animation,OVA,1,7.47,7672
Oni Chichi,OVA,2,7.47,23605
Hatsu Inu The Animation,OVA,2,7.46,14076
Fuyu no Semi: Tokubetsu Henshuuhan,OVA,1,7.44,2322
Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,OVA,3,7.44,14138
Mizugi Kanojo: The Animation,OVA,4,7.42,8649
Itadaki! Seieki?,OVA,1,7.40,7685
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,OVA,1,7.40,24288
Ai no Kusabi,OVA,2,7.37,20964
HHH Triple Ecchi,OVA,4,7.37,11206
Seitokaichou ni Chuukoku,OVA,2,7.36,23730
Stringendo+Accelerando Ultimatum Sera,OVA,3,7.36,7634
Dorei Usagi to Anthony The Animation,OVA,1,7.34,3836
Koakuma Kanojo The Animation,OVA,2,7.34,6680
Koikishi Purely?Kiss The Animation,OVA,2,7.32,5320
Fukubiki! Triangle: Miharu After,OVA,2,7.31,8450
Harem Time The Animation,OVA,2,7.31,7256
Kyonyuu Fantasy,OVA,2,7.31,8854
Resort Boin,OVA,3,7.31,9654
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,2,7.29,8112
Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,OVA,2,7.29,7218
Kanashimi no Belladonna,Movie,1,7.28,6599
Soushisouai Note The Animation,OVA,2,7.28,3189
Tropical Kiss,OVA,3,7.28,8884
Futabu!!,OVA,2,7.28,4447
Lovely x Cation The Animation,OVA,2,7.27,3348
Swing Out Sisters,OVA,1,7.26,5950
Ane Yome Quartet,OVA,2,7.25,3921
Gakuen de Jikan yo Tomare,OVA,4,7.25,5163
Ikoku Irokoi Romantan,OVA,2,7.25,24223
Joshikousei no Koshitsuki,OVA,6,7.25,4748
Ojousama wa H ga Osuki: The Animation,OVA,2,7.25,5036
Victorian Maid Maria no Houshi,OVA,1,7.25,2453
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,OVA,4,7.24,3965
Menkui!,OVA,2,7.24,4954
Tentacle and Witches,OVA,4,7.24,6420
Kafun Shoujo Chuuihou! The Animation,OVA,4,7.23,6991
Enbo,OVA,6,7.22,8614
Genkaku Cool na Sensei ga Aheboteochi!,OVA,2,7.22,2962
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,OVA,1,7.22,2935
"Sora no Iro, Mizu no Iro",OVA,2,7.22,9633
Fault!!,OVA,3,7.21,11055
Imouto Paradise! 2,OVA,2,7.21,5600
Boy Meets Harem The Animation,OVA,1,7.20,4566
Futabu!,OVA,2,7.20,7234
Pretty x Cation The Animation,OVA,2,7.20,2636
Peace Hame!,OVA,6,7.18,4430
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,OVA,2,7.17,7709
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,OVA,2,7.16,5018
Sei Yariman Gakuen Enkou Nikki The Animation,OVA,1,7.16,4210
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,OVA,2,7.15,5091
Namaiki: Kissuisou e Youkoso! The Animation,OVA,1,7.15,3475
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,Special,2,7.14,3597
Tsun Tsun Maid wa Ero Ero Desu,OVA,2,7.13,5384
Viper GTS,OVA,3,7.13,7314
Fault!! Service: Aratanaru Rival,OVA,1,7.12,4762
Idol?Sister,OVA,1,7.12,4286
Kangoku Senkan,OVA,4,7.12,4719
Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,OVA,1,7.12,2561
Nuki Doki! Tenshi to Akuma no Sakusei Battle,OVA,2,7.12,4007
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,OVA,2,7.11,6096
Makai Kishi Ingrid,OVA,4,7.11,5068
Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,OVA,2,7.10,3727
Tsuma Shibori,OVA,2,7.11,4230
Chichiiro Toiki,OVA,2,7.10,4124
Itadaki! Seieki? Special,Special,1,7.10,2815
Sweet Home: H na Oneesan wa Suki Desu ka?,OVA,3,7.10,4175
Aneimo,OVA,2,7.09,7244
Bloods: Inraku no Ketsuzoku 2,OVA,2,7.09,7086
"Nee, Chanto Shiyou Yo!",OVA,5,7.09,6171
Nikuyome: Takayanagi Ke no Hitobito,OVA,4,7.09,3316
Aniyome wa Ijippari,OVA,2,7.08,7882
Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,OVA,2,7.08,3659
Honoo no Haramase Paidol My?Star Gakuen Z The Animation,OVA,1,7.08,2254
Nee Summer!,OVA,2,7.08,7929
Oni Chichi 2: Revenge,OVA,2,7.08,6423
Stretta The Animation,OVA,2,7.08,5625
Oppai no Ouja 48,OVA,2,7.07,3815
Uchuu Kaizoku Sara Special,Special,1,7.07,2441
Hyakujitsu no Bara,OVA,2,7.06,17362
Sensitive Pornograph,OVA,1,7.06,27518
"Suki de Suki de, Suki de The Animation",OVA,2,7.06,5108
Yokujou Bazooka The Animation,OVA,1,7.06,2361
3Ping Lovers!?Ippu Nisai no Sekai e Youkosod The Animation,OVA,1,7.05,3541
Himesama Gentei!,OVA,2,7.05,4132
Ojousama Yomeiri Kousou!,OVA,2,7.05,3853
Dekakute Ecchi na Ore no Ane,OVA,1,7.04,3843
Discipline,OVA,6,7.04,15917
Kakushi Dere,OVA,3,7.04,3528
Himekishi Lilia,OVA,6,7.02,5445
Kirepapa.,OVA,2,7.02,30628
Lingeries,OVA,3,7.02,4344
Sentakuya Shin-chan,OVA,2,7.02,5039
Taimanin Asagi,OVA,4,7.02,7603
Tsunpri,OVA,1,7.02,2362
Accelerando: Datenshi-tachi no Sasayaki,OVA,4,7.00,7484
Sex Pistols,OVA,2,7.00,15885
Shocking Pink!,OVA,2,7.00,3877
Tokubetsu Jugyou 3 SLG The Animation,OVA,2,7.00,2601
Cafe Junkie,OVA,2,6.99,7889
Front Innocent: Mou Hitotsu no Lady Innocent,OVA,1,6.99,7713
Haru wo Daite Ita,OVA,2,6.99,15269
Tayu Tayu,OVA,4,6.99,3579
15 Bishoujo Hyouryuuki,OVA,3,6.98,11680
Ane Koi: Suki Kirai Daisuki.,OVA,2,6.98,4115
Aneki... My Sweet Elder Sister The Animation,OVA,4,6.98,6101
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,OVA,1,6.98,2713
Please ???? Me!,OVA,2,6.98,8152
Ai no Kusabi (2012),OVA,4,6.97,17943
Bible Black Only Version,OVA,2,6.97,10176
Ane?Haramix,OVA,4,6.96,7712
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,OVA,2,6.96,2889
Bible Black: New Testament,OVA,6,6.95,14097
Milk Junkie: Shimai-hen,OVA,4,6.95,5508
Rensa Byoutou,OVA,2,6.95,2550
Uchuu Kaizoku Sara,OVA,4,6.95,4777
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,OVA,1,6.94,3054
Kizuna: Koi no kara Sawagi,OVA,1,6.94,4127
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,OVA,1,6.94,3000
Oni Chichi 2,OVA,2,6.94,11092
Oni Chichi 2: Harvest,OVA,1,6.94,4310
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,OVA,2,6.94,2898
Shoujo x Shoujo x Shoujo The Animation,OVA,2,6.94,3505
Spocon!,OVA,2,6.93,2846
Love Selection The Animation,OVA,2,6.92,3780
Oppai Gakuen Marching Band-bu!,OVA,1,6.92,2364
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,OVA,2,6.92,4072
Uhou Renka,OVA,2,6.92,4873
Shoukoujo The Animation,OVA,2,6.90,4313
Words Worth,OVA,5,6.90,5080
Yokorenbo: Immoral Mother,OVA,2,6.90,3890
Alignment You! You! The Animation,OVA,2,6.89,6951
Ano Ko to Ii Koto,OVA,2,6.89,2714
Bible Black Gaiden,OVA,2,6.89,14478
Brandish,OVA,2,6.89,6742
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,OVA,1,6.89,1930
Love 2 Quad,OVA,2,6.89,4931
Shoujo Sect,OVA,3,6.89,16527
Wizard Girl Ambitious,OVA,1,6.89,6007
Anata dake Konbanwa,OVA,5,6.88,3338
Bible Black,OVA,6,6.88,31309
Honoo no Haramase Tenkousei,OVA,3,6.88,4965
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,OVA,1,6.87,920
Gakuen Saimin Reido,OVA,3,6.87,4850
Koutetsu no Majo Annerose,OVA,4,6.87,5152
Watashi ga Toriko ni Natte Yaru,OVA,2,6.87,2330
Yume Kui: Tsurumiku Shiki Game Seisaku,OVA,2,6.87,4758
Kao no nai Tsuki,OVA,5,6.86,7095
Namanaka Hyaku Percent!: Katamusubi no Shinpa,OVA,3,6.86,3017
Shimaizuma: Shimaizuma 3 The Animation,OVA,2,6.86,2393
"Sora no Iro, Mizu no Iro Ero Specials",OVA,2,6.86,1771
Warau Kangofu The Animation,OVA,2,6.86,3040
Aku no Onna Kanbu: Full Moon Night,OVA,1,6.85,3613
Mrs. Junkie,OVA,2,6.85,3817
Renai Fuyou Gakuha The Animation,OVA,1,6.85,2057
HitozumadKasumi-san,OVA,2,6.84,3782
Koi Maguwai,OVA,1,6.83,2633
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,OVA,2,6.84,6495
Mama Puri!?,OVA,2,6.84,2938
Oshaburi Announcer,OVA,1,6.84,1808
Princess Lover! OVA,OVA,2,6.84,17437
Renketsu Houshiki,OVA,3,6.84,5207
Shinsei Futanari Idol: Dekatamakei!,OVA,2,6.84,1804
Tennen Koi-iro Alcohol,OVA,2,6.84,2571
Akiba Kei Kanojo,OVA,3,6.83,9395
Honoo no Haramase Doukyuusei,OVA,2,6.83,3587
Imouto Paradise!,OVA,2,6.83,7713
Okusama wa Moto Yariman,OVA,2,6.83,3390
Shinkyoku no Grimoire The Animation,OVA,2,6.83,2072
Yabai! Fukushuu Yami Site,OVA,2,6.83,3010
Yakata: Kannou Kitan,OVA,2,6.83,2465
First Love,OVA,3,6.82,3466
Furueru Kuchibiru,OVA,1,6.82,3285
JK to Inkou Kyoushi 4,OVA,2,6.82,3914
Kiriya Hakushaku Ke no Roku Shimai,OVA,2,6.82,2729
Sei Shoujo The Animation,OVA,1,6.81,2159
Daiakuji: The Xena Buster,OVA,6,6.81,4458
Junk Land The Animation,OVA,1,6.80,2321
Kichiku: Haha Shimai Choukyou Nikki,OVA,3,6.80,2143
School,OVA,2,6.81,2579
Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,OVA,1,6.81,2068
Wanna. SpartanSex Spermax!!!,OVA,2,6.82,3367
Ane to Boin,OVA,2,6.80,6564
Issho ni H Shiyo,OVA,6,6.80,4926
Sei Yariman Sisters Pakopako Nikki The Animation,OVA,1,6.80,2324
Soukan Yuugi,OVA,2,6.80,4491
Zettai Junshu?Kyousei Kozukuri Kyokashou!!,OVA,2,6.80,4538
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,OVA,2,6.79,3536
Helter Skelter: Hakudaku no Mura,OVA,4,6.79,3898
Reunion,OVA,2,6.79,3965
Ringetsu The Animation,OVA,3,6.79,3512
Sexfriend,OVA,2,6.79,9174
Aku no Onna Kanbu,OVA,2,6.78,4229
Daiakuji: The Xena Buster Specials,Special,2,6.78,2220
Koihime,OVA,2,6.78,3092
Floating Material,OVA,2,6.77,4567
JK to Ero Giin Sensei,OVA,2,6.77,2659
Kimihagu,OVA,2,6.77,2756
Kyonyuu Kazoku Saimin,OVA,1,6.77,2521
Mou Hasamazu ni wa Irarenai?: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,OVA,1,6.77,1990
Spaceship Agga Ruter,OVA,4,6.77,1180
Jinkou Shoujo: Henshin Sex Android,OVA,2,6.76,3287
Saigo no Door wo Shimero!,OVA,1,6.76,9076
Shoujo Senki Soul Eater,OVA,1,6.76,6706
TSF Monogatari,OVA,2,6.76,6162
Junjou Shoujo Et Cetera,OVA,2,6.75,2640
Kowaremono: Risa Plus The Animation,OVA,1,6.75,1345
Mezzo Forte,OVA,2,6.75,14651
Saimin Ryoujoku Gakuen,OVA,3,6.75,3023
Star?Jewel,OVA,1,6.75,2430
Cleavage,OVA,2,6.74,6250
Fukubiki! Triangle: Futaba wa Atafuta ?,OVA,1,6.74,2720
Furueru Kuchibiru Episode 0,OVA,1,6.74,1953
Gakuen Shimai,OVA,2,6.74,2864
Garden,OVA,2,6.73,4334
Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,OVA,2,6.75,2568
My Imouto: Koakuma na A-Cup,OVA,2,6.74,5400
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,OVA,1,6.73,2634
Soreyuke Marin-chan,OVA,3,6.74,1934
Soukou Kijo Iris,OVA,4,6.74,2958
Chinetsu Karte: The Devilish Cherry,OVA,2,6.73,2586
Gibomai,OVA,2,6.73,3419
Harukoi Otome,OVA,2,6.73,3844
Itazura The Animation,OVA,2,6.73,4577
Oshiete Re: Maid,OVA,2,6.73,3126
A Kite,OVA,2,6.72,27941
Boin,OVA,2,6.72,6383
Bust to Bust: Chichi wa Chichi ni,OVA,3,6.72,3954
Choukou Tenshi Escalayer,OVA,3,6.72,6574
Futabu! Mix: Futanari World,OVA,1,6.72,3323
Kanojo wa Dare to demo Sex Suru.,OVA,2,6.72,3054
Natsumushi The Animation,OVA,2,6.72,3044
Paizuri Cheerleader vs. Sakunyuu Ouendan!,OVA,1,6.72,2089
Zoku Koihime,OVA,2,6.72,1711
Discipline Zero,OVA,2,6.71,5082
Jutaijima,OVA,2,6.71,2345
Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,OVA,2,6.71,2247
Makai Tenshi Djibril: Episode 2,OVA,4,6.71,3594
Bible Black: Imari Ryoujoku Genba,Special,1,6.70,7393
Finder Series,OVA,2,6.70,8792
Ikusa Otome Valkyrie G,OVA,2,6.70,1944
Mahou Shoujo Ai,OVA,5,6.70,4755
Oppai Life,OVA,2,6.70,4247
Darling,OVA,3,6.69,3600
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,OVA,2,6.69,4437
Saishuu Chikan Densha Next,OVA,2,6.69,2254
Shion,OVA,4,6.69,2273
Tsuma to Mama to Boin,OVA,2,6.69,3437
Zetsuai 1989,OVA,1,6.69,7117
Ikusa Otome Valkyrie 2,OVA,3,6.68,2745
Mesu Kyoushi 4: Kegasareta Kyoudan,OVA,2,6.68,2444
Soushi Souai: Junai Mellow yori,OVA,1,6.67,2060
Bronze: Zetsuai Since 1989,OVA,1,6.67,6824
Jokei Kazoku: Inbou,OVA,2,6.67,2735
Mesu Saga: Persona,OVA,1,6.66,2005
Toumei Ningen (OVA),OVA,2,6.67,4631
Gogo no Kouchou: Junai Mellow yori,OVA,1,6.66,2717
Kininaru Roommate,OVA,2,6.66,3237
Kisaku,OVA,6,6.66,1563
Yuuwaku,OVA,2,6.66,3499
Dorei Maid Princess,OVA,4,6.65,2948
Ai Shimai 2: Futari no Kajitsu,OVA,2,6.64,5247
Ane Kyun!: Joshi ga Ie ni Kita!,OVA,1,6.64,2696
Imouto Jiru,OVA,2,6.64,5952
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,OVA,4,6.64,4348
Newmanoid Cam: Cam Castin,OVA,1,6.64,2307
Shoujo Kyouiku,OVA,2,6.64,2680
Suika,OVA,3,6.64,3483
Yobai Suru Shichinin no Harame,OVA,2,6.63,1745
Bikyaku Seido Kaichou Ai,OVA,1,6.63,2051
Gakuen 3,OVA,2,6.63,2188
Princess Knight?Catue,OVA,3,6.63,3006
Rinkan Club,OVA,4,6.63,3107
Ryoujoku Hitozuma Onsen,OVA,2,6.63,2099
Unsweet: Netorare Ochita Onna-tachi,OVA,1,6.63,2156
Ai Shimai: Futari no Kajitsu,OVA,3,6.62,6387
Himekishi Olivia,OVA,2,6.61,2350
Kindan no Byoutou The Animation,OVA,2,6.62,2150
Rennyuu Tales The Animation,OVA,1,6.62,1859
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,OVA,2,6.62,3907
Shin Sei Yariman Gakuen Enkou Nikki The Animation,OVA,1,6.62,2563
Shishunki Shoujo,OVA,2,6.62,1843
Tsundere Inran Shoujo Sukumi,OVA,2,6.62,4042
Wana: Hakudaku Mamire no Houkago,OVA,2,6.62,2887
